benchmark,profile,cores,n,benchmark_duration_s_n,benchmark_duration_s_mean,benchmark_duration_s_median,benchmark_duration_s_std,benchmark_duration_s_min,benchmark_duration_s_max,benchmark_duration_s_cv_percent,benchmark_duration_s_ci95,rapl_duration_s_n,rapl_duration_s_mean,rapl_duration_s_median,rapl_duration_s_std,rapl_duration_s_min,rapl_duration_s_max,rapl_duration_s_cv_percent,rapl_duration_s_ci95,rapl_samples_n,rapl_samples_mean,rapl_samples_median,rapl_samples_std,rapl_samples_min,rapl_samples_max,rapl_samples_cv_percent,rapl_samples_ci95,rapl_energy_j_n,rapl_energy_j_mean,rapl_energy_j_median,rapl_energy_j_std,rapl_energy_j_min,rapl_energy_j_max,rapl_energy_j_cv_percent,rapl_energy_j_ci95,rapl_avg_power_w_n,rapl_avg_power_w_mean,rapl_avg_power_w_median,rapl_avg_power_w_std,rapl_avg_power_w_min,rapl_avg_power_w_max,rapl_avg_power_w_cv_percent,rapl_avg_power_w_ci95,rapl_peak_power_w_n,rapl_peak_power_w_mean,rapl_peak_power_w_median,rapl_peak_power_w_std,rapl_peak_power_w_min,rapl_peak_power_w_max,rapl_peak_power_w_cv_percent,rapl_peak_power_w_ci95,vampire_energy_j_n,vampire_energy_j_mean,vampire_energy_j_median,vampire_energy_j_std,vampire_energy_j_min,vampire_energy_j_max,vampire_energy_j_cv_percent,vampire_energy_j_ci95,vampire_duration_s_n,vampire_duration_s_mean,vampire_duration_s_median,vampire_duration_s_std,vampire_duration_s_min,vampire_duration_s_max,vampire_duration_s_cv_percent,vampire_duration_s_ci95,vampire_samples_n,vampire_samples_mean,vampire_samples_median,vampire_samples_std,vampire_samples_min,vampire_samples_max,vampire_samples_cv_percent,vampire_samples_ci95,vampire_avg_power_w_n,vampire_avg_power_w_mean,vampire_avg_power_w_median,vampire_avg_power_w_std,vampire_avg_power_w_min,vampire_avg_power_w_max,vampire_avg_power_w_cv_percent,vampire_avg_power_w_ci95,vampire_peak_power_w_n,vampire_peak_power_w_mean,vampire_peak_power_w_median,vampire_peak_power_w_std,vampire_peak_power_w_min,vampire_peak_power_w_max,vampire_peak_power_w_cv_percent,vampire_peak_power_w_ci95,vampire_minus_rapl_j_n,vampire_minus_rapl_j_mean,vampire_minus_rapl_j_median,vampire_minus_rapl_j_std,vampire_minus_rapl_j_min,vampire_minus_rapl_j_max,vampire_minus_rapl_j_cv_percent,vampire_minus_rapl_j_ci95,rapl_coverage_percent_n,rapl_coverage_percent_mean,rapl_coverage_percent_median,rapl_coverage_percent_std,rapl_coverage_percent_min,rapl_coverage_percent_max,rapl_coverage_percent_cv_percent,rapl_coverage_percent_ci95,external_internal_ratio_n,external_internal_ratio_mean,external_internal_ratio_median,external_internal_ratio_std,external_internal_ratio_min,external_internal_ratio_max,external_internal_ratio_cv_percent,external_internal_ratio_ci95,throughput_n,throughput_mean,throughput_median,throughput_std,throughput_min,throughput_max,throughput_cv_percent,throughput_ci95,rapl_energy_efficiency_n,rapl_energy_efficiency_mean,rapl_energy_efficiency_median,rapl_energy_efficiency_std,rapl_energy_efficiency_min,rapl_energy_efficiency_max,rapl_energy_efficiency_cv_percent,rapl_energy_efficiency_ci95,external_energy_efficiency_n,external_energy_efficiency_mean,external_energy_efficiency_median,external_energy_efficiency_std,external_energy_efficiency_min,external_energy_efficiency_max,external_energy_efficiency_cv_percent,external_energy_efficiency_ci95
idle,p1,1,1,1,120.549404,120.549404,0.0,120.549404,120.549404,0.0,,1,120.549404,120.549404,0.0,120.549404,120.549404,0.0,,1,104,104,0.0,104,104,0.0,,1,2858.098335,2858.098335,0.0,2858.098335,2858.098335,0.0,,1,23.70336335576923,23.70336335576923,0.0,23.70336335576923,23.70336335576923,0.0,,1,28.322573,28.322573,0.0,28.322573,28.322573,0.0,,1,10926.243686594742,10926.243686594742,0.0,10926.243686594742,10926.243686594742,0.0,,1,120.124917768,120.124917768,0.0,120.124917768,120.124917768,0.0,,1,24,24,0.0,24,24,0.0,,1,90.95734581643457,90.95734581643457,0.0,90.95734581643457,90.95734581643457,0.0,,1,93.4,93.4,0.0,93.4,93.4,0.0,,1,8068.145351594741,8068.145351594741,0.0,8068.145351594741,8068.145351594741,0.0,,1,26.158105356066343,26.158105356066343,0.0,26.158105356066343,26.158105356066343,0.0,,1,3.8229068443142777,3.8229068443142777,0.0,3.8229068443142777,3.8229068443142777,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
memory-stream-hpc,p1,1,5,5,120.04315460000001,120.040423,0.029471397028306697,120.00926,120.080578,0.024550668571239543,0.036587706176113816,5,120.748661,120.758192,0.41010977193917253,120.336914,121.340976,0.33963918816389405,0.5091369038682322,5,103.8,104,1.0954451150103321,102,105,1.0553421146534991,1.3599567051932202,5,8937.617989,8937.041392,19.581082746049027,8914.379767,8961.127877,0.21908614543772742,24.30922773815234,5,74.01760819309199,74.04369597115382,0.10203732904616296,73.8490985333333,74.11449691346154,0.13785547998251316,0.12667576669510036,5,75.7676282,75.025244,1.085551110651269,74.948952,76.968376,1.4327373529309828,1.3476736456542748,5,18831.967544026935,18850.18181593615,51.939970163758964,18757.942044594787,18893.331723260944,0.27580745369451914,64.48165200049623,5,120.500082027,120.508261157,0.02529178931309533,120.458325473,120.525919831,0.020989022486663778,0.03139886973009488,5,24,24,0.0,24,24,0.0,0.0,5,156.28183938315325,156.43444674584856,0.4551761668556884,155.65596360798793,156.84537908918358,0.2912533974851304,0.5650852531792092,5,160.48,160.4,1.0183319694480808,159.2,162.0,0.6345538194467104,1.2642234384791362,5,9894.349555026934,9897.56941993615,58.65642614666453,9835.013531594786,9978.951956260944,0.5928275104942444,72.81989663176778,5,47.46014965586328,47.49350687127784,0.1807698308390736,47.18267745240964,47.653632009033856,0.3808876123439301,0.22441940739671248,5,2.1070553672698913,2.105550981337956,0.00804247374009619,2.098475935287423,2.119421902261991,0.38169256798015766,0.009984449188110213,5,10.01039462918741,10.039225306447186,0.05418838686624101,9.93823248535248,10.054623290195568,0.5413211853630963,0.06727298250962908,5,134452451.78521386,134715185.02692604,801676.5941083963,133234853.38569325,135152420.18968385,0.5962528637179967,995253.3856923486,5,63810813.60545224,63780983.92433992,347703.78527051664,63277904.24767117,64196678.53302041,0.5448979030739196,431662.05930385
memory-stream-hpc,p2,2,5,5,120.0933384,120.094867,0.018671200799627346,120.067573,120.111346,0.015547241044660098,0.02317964120112282,5,120.92819200000001,120.910439,0.18352000123828427,120.66893400000001,121.148289,0.15175948486708893,0.22783364752940521,5,104,104,0.0,104,104,0.0,0.0,5,10301.1555748,10314.667563,26.30523799895955,10260.792214,10323.024476,0.25536201067879005,32.657030743207166,5,85.18379808461539,85.14008986538462,0.13146628317900558,85.03217889423078,85.37742906730772,0.15433249765221377,0.16321078150449644,5,85.8876666,85.936936,0.19849436758331188,85.564541,86.095547,0.23110927964517766,0.2464237983620628,5,20572.719474814432,20588.037262939895,41.98125851860489,20520.05920522322,20621.360747370476,0.20406275684650857,52.118260634434634,5,120.642572031,120.651276263,0.02477130036404291,120.600884797,120.665470913,0.02053280193469163,0.030752700947612212,5,24,24,0.0,24,24,0.0,0.0,5,170.5261792309113,170.65414303343542,0.33259916607584095,170.077431758723,170.91412444520248,0.1950428770385249,0.4129102041248749,5,172.6,172.7,0.6204836822995488,171.7,173.4,0.359492284066946,0.7703087381044117,5,10271.563900014431,10269.135516939896,21.474762241638597,10250.286648263793,10306.693184370475,0.20907003500809088,26.660164441621653,5,50.071898004264824,50.0927645532137,0.05664952399002215,50.0037164190452,50.12281180587521,0.11313636240670781,0.07032839796406246,5,1.9971302550337484,1.9962962893327576,0.002260197507294903,1.9950995643919238,1.9998513542867873,0.11317226313096485,0.002805955965286051,5,19.93249695971212,19.938772311155155,0.023496759782118886,19.90426451781657,19.956265765295896,0.11788166745797533,0.0291704034991343,5,232378969.5642071,232234016.66063312,624583.5882927962,231560043.81830546,233081418.0933184,0.26877801784908145,775398.6276568666,5,116356419.61957261,116397691.01806079,272270.6499624512,116064404.98065141,116677419.0114345,0.23399710205301974,338014.46642103954
memory-stream-hpc,p4,4,5,5,120.11853860000001,120.107436,0.05706721522293002,120.043813,120.195659,0.047509082185029194,0.07084694698592571,5,121.2920338,121.128517,0.43765404943539377,120.760333,121.797749,0.36082670536883504,0.5433321587079377,5,103.2,104,1.3038404810405297,101,104,1.2634113188377225,1.6186722460090552,5,11148.6432976,11126.964252,39.25646638175953,11114.872913,11206.604428,0.3521187765529316,48.73552672473469,5,91.91622975515867,91.86156749038462,0.1564562946800572,91.76104280769233,92.14090853398059,0.17021617955481505,0.19423500466093482,5,93.3204604,92.984904,1.120222732844811,92.454269,95.259014,1.2004042072265764,1.3907172490588953,5,21630.251393151186,21634.49615053224,35.6191201047758,21586.32325810041,21665.472141030194,0.16467270517278376,44.219888843190105,5,120.9908805936,120.974975158,0.14760568796065232,120.838101349,121.210053736,0.12199736644321948,0.18324728671125978,5,24,24,0.0,24,24,0.0,0.0,5,178.77591967896385,178.7431939286026,0.23654672696091053,178.4362694012334,179.03704137197846,0.13231464695339754,0.2936644684557893,5,180.70000000000002,180.8,0.14142135623731653,180.5,180.8,0.07826306377272635,0.17556965569255711,5,10481.608095551184,10474.885718326828,21.320790828867988,10456.511017766252,10511.513761532238,0.20341144826734545,26.46901433073409,5,51.541813990399206,51.50931178248366,0.11903865772909325,51.41317972744357,51.73126855209633,0.23095550682649008,0.1477823202072102,5,1.9401805704274244,1.9413965463620533,0.004474067187948559,1.9330668433018283,1.9450265579785084,0.2306005562648695,0.005554397557999269,5,22.421835962858207,22.409936383955444,0.07449973508334932,22.33184645675992,22.501798670085748,0.332264205334292,0.09248880922780317,5,241583562.61944363,242162013.1033522,1637266.54051208,239216081.66180557,242977324.16225255,0.6777226574355959,2032609.009294737,5,124515104.82233293,124690062.67614192,588262.1492008474,123749513.6242707,125155947.46347067,0.4724423996913643,730306.8344136268
memory-stream-hpc,p6,6,5,5,120.2270326,120.260739,0.0761926825672911,120.127953,120.313029,0.06337400243486596,0.09459054417625368,5,122.0429738,122.137411,0.35259303199184056,121.439931,122.347461,0.2889089154527309,0.43773188769680027,5,103.8,104,0.4472135954999579,103,104,0.4308416141618092,0.5551999999999999,5,11643.0850988,11641.189132,46.358939758894685,11571.224772,11694.606842,0.39816714698471706,57.55299841760009,5,95.4031877459858,95.29292945192304,0.17865208118866208,95.2469162115385,95.60264788461538,0.18726007527581703,0.2217902954516831,5,96.2776602,96.309242,0.1681517146974717,96.078923,96.52118,0.17465288868483708,0.20875445858408626,5,22273.05770848523,22294.045782670717,65.56237883530113,22175.71582892494,22335.930935078755,0.29435733383981777,81.39339477965984,5,121.7267953786,121.837790597,0.31013776522823305,121.184167862,121.931286898,0.25478183686971223,0.3850251624443988,5,24,24,0.0,24,24,0.0,0.0,5,182.9758345430084,182.99185628091135,0.29765023779614386,182.5343914040267,183.29889133901278,0.16267188426249876,0.3695223349363372,5,185.0,185.1,0.14142135623730145,184.8,185.1,0.07644397634448727,0.1755696556925384,5,10629.972609685232,10625.402197117108,30.043035987772996,10598.397824634641,10665.489314078755,0.2826257140154815,37.29737590326262,5,52.27421539680352,52.24963156861969,0.09259682143431308,52.17971253449708,52.39517072553387,0.1771367025433637,0.11495570746872665,5,1.9129938180342076,1.913889093527282,0.0033869519898788395,1.9085728439332437,1.916453639599642,0.1770498136454655,0.004204782152650161,5,22.213975753523524,22.21173778085631,0.037500578961765396,22.168880618572352,22.266258045702315,0.1688152511637506,0.04655565405227959,5,229386301.64971632,229461094.5420726,1223527.3230467422,228207757.30700704,231159626.80739462,0.5333916255013021,1518966.2760501096,5,119909270.02085778,119978223.15764403,517749.5699288435,119269709.7668836,120618428.76391478,0.43178443988424153,642767.9393403435
memory-stream-hpc,p8,8,5,5,120.378715,120.370756,0.03578883221062113,120.335766,120.42708,0.029730199571096214,0.04443058047267867,5,122.8883478,122.87151,0.575781023333259,122.037175,123.46525799999999,0.46853996627112193,0.714811954223461,5,103.8,104,0.8366600265340756,103,105,0.8060308540790709,1.038684090568446,5,12276.6545948,12290.099824,39.24749059097046,12226.279613,12317.317589,0.3196920650320686,48.72438359515134,5,99.90671067083362,99.78056492380954,0.3110605915527073,99.62690342307693,100.29019625000004,0.311351048857539,0.38617081897296507,5,100.873956,100.817452,0.1612239779638902,100.735754,101.125623,0.15982715891888902,0.2001539163081196,5,23036.794815958438,23044.075399943427,111.28410840660862,22890.671217035757,23196.42724340263,0.4830711446434294,138.15531908925365,5,122.3632806734,122.546524942,0.31327279963906424,121.900180013,122.611785851,0.25601863395214214,0.38891719775461253,5,24.2,24,0.4472135954999579,24,25,1.8479900640494131,0.5551999999999999,5,188.26506219104206,188.0836943611666,0.5900310848976723,187.78209527331782,189.28669951580642,0.31340445116627,0.7325029060643091,5,190.84,190.9,0.3781534080237739,190.4,191.2,0.19815206876114752,0.46946419842197973,5,10760.140221158437,10746.589250334075,82.1301889022634,10664.391604035756,10891.784609402632,0.763281771558747,101.96175012872774,5,53.2919570821009,53.333013413201094,0.15177203944304882,53.04542162845187,53.411625622847296,0.28479351810861586,0.1884196660089879,5,1.8764679675778064,1.8750112472596159,0.005356679107049839,1.872251571336262,1.8851768339298713,0.2854660564211165,0.006650129312167456,5,22.185991348698472,22.171498200110996,0.04356947675778618,22.146017721349025,22.24774968399669,0.1963828258697223,0.0540899778972063,5,217546247.24421874,217352518.57034826,738063.0885869744,216698694.90010577,218343369.5750056,0.3392672123451619,916279.4488065306,5,115935107.03618258,116090705.81614932,628180.6633221173,114948736.37311363,116588979.61951497,0.5418381708364373,779864.2701963033
memory-stream-hpc,p12,12,5,5,120.496884,120.529524,0.07452075381059754,120.370361,120.553119,0.061844548453715655,0.09251490324078854,5,123.8376682,124.181253,0.7578228595167875,122.622474,124.52529,0.6119485860254493,0.9408105116602161,5,103.8,104,0.4472135954999579,103,104,0.4308416141618092,0.5551999999999999,5,13555.2221584,13584.955273,56.93152792905242,13460.96914,13598.736854,0.41999701121661565,70.67849596762287,5,109.4627790946602,109.45334006730769,0.2542550086132979,109.08363017307698,109.78494822330092,0.23227530921120285,0.3156486792944922,5,110.621021,110.636263,0.13325024678213476,110.432247,110.784266,0.1204565331051634,0.1654255097739938,5,24557.782325533393,24593.84204930898,101.26556729023861,24393.01154842064,24659.802775378095,0.41235631926320176,125.71765153223245,5,123.4112426334,123.540808324,0.4779890508561615,122.638793454,123.922608363,0.3873140247651948,0.5934066488713575,5,24.8,25,0.4472135954999579,24,25,1.8032806270159594,0.5551999999999999,5,198.99143056145573,198.99357430521013,0.26296706411719695,198.64762211877272,199.37620988105184,0.13214994403288297,0.32646439076756884,5,202.35999999999999,202.4,0.2509980079602231,202.1,202.6,0.1240353864203514,0.3116052271705343,5,11002.560167133392,11012.172877365561,57.06942153838698,10932.04240842064,11061.065921378095,0.5186922013738541,70.84968604921454,5,55.19732815624268,55.183711585917514,0.10875018401184747,55.06441380264336,55.35596212839558,0.19702073930828132,0.13500954078973967,5,1.8116875162928778,1.812128925839038,0.0035672799086952194,1.806490144061712,1.81605492720599,0.19690370864809403,0.004428652941763645,5,22.297668997342907,22.30158977480074,0.024144756316362613,22.267362489393577,22.329351193805625,0.10828376867214154,0.0299748684783573,5,198213439.90962997,198072049.1374861,612481.1873344613,197665417.6677695,199242712.17815155,0.3090008364789519,760373.9211638633,5,109408428.25388202,109409441.88393149,367081.8856040359,109003304.87167841,109949523.64435092,0.3355151805601514,455719.29149318516
compute-dgemm-hpc,p1,1,5,5,122.1472558,122.431851,0.7896412839461973,121.225108,123.027736,0.6464666592585023,0.980311970070619,5,122.4833494,122.824709,0.7033041653245089,121.66496,123.130294,0.5742038969131171,0.8731274641855202,5,105.2,105,0.8366600265340756,104,106,0.795304207732011,1.038684090568446,5,9170.330247,9185.795149,57.1879477473926,9111.127493,9245.930981,0.6236192831343362,70.99683218229744,5,74.87005201641855,74.81427047619049,0.13953101028800602,74.73925235849057,75.09066586792453,0.18636424916254593,0.17322285746992283,5,76.4799898,75.779008,1.2735028618667097,75.477279,78.366496,1.6651451774470682,1.5810091554080754,5,18769.425049205507,18802.143985192262,196.1325349191101,18562.764216684503,18972.72415632078,1.0449576074116997,243.49166591269284,5,122.33390106739999,122.62463426,0.7916835195558217,121.41100474,123.216168727,0.6471497374383923,0.9828473339814497,5,24.2,24,0.4472135954999579,24,25,1.8479900640494131,0.5551999999999999,5,153.42544216461533,153.07983179030018,0.8194506927427413,152.66441092841208,154.72196325652698,0.534103523627799,1.0173193060066812,5,156.9,156.6,1.33229125944742,155.5,158.7,0.8491340085706948,1.6539928899484388,5,9599.094802205509,9608.282389192262,147.32892800028696,9451.636723684504,9786.92900732078,1.5348210538189115,182.9036989233638,5,48.859804157808476,48.89794271994023,0.27410920027102137,48.41579455494136,49.08444610867924,0.5610116638734315,0.3402969621715925,5,2.04672390563294,2.0450758137769407,0.011533792861958426,2.0373052550819706,2.065441679089286,0.5635246077995876,0.01431879947612174,5,0.6680578157629553,0.6665289951713628,0.009771616130198639,0.6544501837449339,0.680755941668308,1.4626901893272464,0.012131118843605895,5,8898328.770529676,8883757.725958407,123235.02940970365,8720863.036659958,9058240.045713792,1.3849233107439796,152991.968528546,5,4347649.208582092,4340163.477541072,60126.75923915367,4280445.199243704,4422053.521528984,1.3829717245923558,74645.26361784377
compute-dgemm-hpc,p2,2,5,5,122.502689,122.545442,0.5369389754641587,121.718223,123.050699,0.4383079096852794,0.6665909135531388,5,123.2431518,123.137243,0.5035416161591832,122.782616,123.970988,0.4085757373166946,0.6251292628504287,5,106.4,106,0.5477225575051661,106,107,0.5147768397604944,0.6799783525966101,5,10583.8619676,10591.488633,40.37883096156044,10520.502791,10631.40357,0.3815132045861021,50.128903001698795,5,85.88014330130487,85.79084857943923,0.2249535476628466,85.67745654716981,86.24886500943393,0.261938952376467,0.2792719428012652,5,87.977988,87.010498,1.7405177341016957,86.833086,90.936132,1.9783559202350658,2.160791746263788,5,20416.72245972869,20425.09115912435,120.48796663082227,20247.334416407775,20541.364729900088,0.5901435299837219,149.58158639754234,5,122.65200274600001,122.685577651,0.5332214661147797,121.87482697,123.204779477,0.43474338304856536,0.661975756027644,5,24.2,24,0.4472135954999579,24,25,1.8479900640494131,0.5551999999999999,5,166.45967619002002,166.48322932649015,0.26338674076757856,166.13221056216753,166.72538855308588,0.15822855528501248,0.3269854046156192,5,171.38,171.3,1.1031772296417337,170.2,172.9,0.6437024329803558,1.3695558544287325,5,9832.860492128691,9833.602526124349,83.65714527896846,9726.831625407774,9919.098074444955,0.8507915407315794,103.85741293700819,5,51.83974903747028,51.855282066971554,0.13749371976591077,51.65159171931928,51.97585927007522,0.26522836687833684,0.1706936327118902,5,1.9290325485601156,1.9284438540098792,0.005120263783845803,1.9239701162107457,1.9360487580598011,0.26543169464235905,0.0063566279768689565,5,1.3778142376745897,1.3875106220031284,0.025531996580325903,1.3408736442693547,1.4019182520064681,1.8530797463247013,0.03169707863096097,5,15947366.708387766,16036389.595896378,289628.01677675097,15513398.97819528,16220448.115737498,1.8161494751632983,359563.0287909421,5,8267020.57389936,8335051.288364086,148121.37063001376,8060752.783128873,8411159.122942453,1.7917140680363441,183887.48866600895
compute-dgemm-hpc,p4,4,5,5,123.0107102,123.022304,0.3674531833590472,122.421361,123.381824,0.29871641482405425,0.4561802446387437,5,123.7112564,123.744502,0.6149705500747985,123.120608,124.564535,0.4971015313969429,0.7634643777316922,5,106.4,106,0.5477225575051661,106,107,0.5147768397604944,0.6799783525966101,5,12110.8061176,12117.409348,75.49221310310966,12016.58319,12221.995872,0.6233458976227915,93.7209358941558,5,97.90695099204726,97.61566911320753,0.5526957977434862,97.34216818691587,98.57312402803734,0.564511295820437,0.6861524559961916,5,99.53136260000001,99.681621,0.8934056308820746,98.531974,100.595652,0.89761217725163,1.1091317689284659,5,22193.466071009683,22202.491442283856,49.75795707823417,22128.315465725544,22263.571685863066,0.22420092886361148,61.77275925377856,5,123.1687333438,123.168819919,0.38587669019736376,122.558592031,123.580707082,0.31329110864546195,0.47905238247077503,5,24.8,25,0.4472135954999579,24,25,1.8032806270159594,0.5551999999999999,5,180.18812013058962,180.267060996105,0.35156074012563415,179.65985117362814,180.5529510336444,0.19510761301624316,0.4364503335359142,5,183.64,183.1,1.4240786495134345,182.5,186.0,0.7754730175960763,1.7679437167511898,5,10082.659953409684,10078.632892283855,89.15234645057933,9981.285301156644,10189.388057863065,0.8842145511456073,110.67951253589806,5,54.569442204285856,54.60584719294404,0.3578502573216489,54.20280442278591,55.04589964286975,0.6557704144784964,0.44425854863126163,5,1.8325904208951997,1.8313057143250697,0.012006036176159897,1.8166657398423187,1.844922989961784,0.6551401796750135,0.014905072994375462,5,2.4057963632118486,2.3523366403816106,0.13069227760828464,2.2525223811454715,2.5834955903931047,5.43239151936386,0.16224988072422422,5,24429389.75327954,24010757.282811135,1157435.6954803367,23053590.70975649,26004556.312453646,4.7378821459302145,1436915.8375256578,5,13334015.914047346,13057556.77166375,713697.6831712822,12495692.684838854,14314441.970326785,5.352458612408013,886030.6522070685
